record_id,title,authors,year,source_database,doi_or_arxiv_id,venue,publication_type,peer_reviewed_guess,publication_status,url,query_id,abstract,abstract_source,language,language_flag,tier,reason
R-00021,DyGraph: A Dynamic Priority-Aware Framework for Multi-Hop Reasoning Over Knowledge Graph with Large Language Model,Jiang Y.,2027,Scopus,10.1007/978-981-92-3417-2_47,Lecture Notes in Computer Science,Conference Paper,VERIFY,NOT YET OFFICIALLY PUBLISHED (dated 2027) — REVIEW: cite only if you accept a forthcoming/online-first reference,https://api.elsevier.com/content/abstract/scopus_id/105047082987,BASE; GAP-GOV,"Large Language Models (LLMs) suffer from factual hallucinations and knowledge obsolescence due to their static parametric memory, motivating the use of Knowledge Graphs (KGs) as structured external knowledge. However, existing LLM-KG methods for complex KGQA explore the graph without first modeling the question's logical structure, and lack principled strategies for deciding the exploration order, resulting in low search efficiency and poor traceability in multi-hop scenarios. We propose DyGraph, a dynamic priority-aware LLM-KG collaborative reasoning framework. DyGraph first parses questions into structured query graphs as reasoning skeletons, then uses a dynamic priority routing mechanism to select the most well-constrained and least-cost exploration direction at each iteration. Through topology-aware semantic grounding, variables are progressively mapped to KG entities, and answers are generated from fully grounded subgraphs. Experiments on CWQ and WebQSP show that DyGraph achieves state-of-the-art performance on CWQ and competitive results on WebQSP, while outperforming LLM-augmented graph reasoning baselines in efficiency. Ablation studies confirm each component’s contribution, and the framework produces complete factual provenance traces for interpretability.",Springer,en,,D,no RAG anchor in title or abstract
R-00022,DECODE: Overcoming the Perception Bottleneck in Small Vision-Language Models for Computer Science Education,Ianaro M.,2027,Scopus,10.1007/978-3-032-30494-0_38,Lecture Notes in Computer Science,Conference Paper,VERIFY,NOT YET OFFICIALLY PUBLISHED (dated 2027) — REVIEW: cite only if you accept a forthcoming/online-first reference,https://api.elsevier.com/content/abstract/scopus_id/105046294503,BASE,"Small Vision-Language Models (SVLMs) represent a critical frontier for Edge AI in Computer Science Education (CSEd), offering the efficiency and accessibility required for decentralized learning environments. However, the effectiveness of these models is currently undermined by a representational collapse of the vision encoder when processing high-fidelity technical diagrams, pseudocode snippets, and pointer representations. This paper introduces Decode , a training-free framework designed to mitigate this Perception Bottleneck through Visual Structured Extraction (VSE), with direct application to university-level programming education. By decoupling visual perception from logical inference, VSE offloads the interpretation of instructional details onto a symbolic representation, allowing the student model to focus exclusively on reasoning. Our evaluation across diverse programming benchmarks reveals that the vast majority of model failures stem not from a lack of logical capacity, but from a fundamental failure in visual grounding. By implementing the Decode protocol, we achieve a substantial parameter efficiency gain, where compact models match or exceed the reasoning performance of significantly larger architectures. This approach effectively reclaims the latent reasoning capacity of SVLMs without the computational overhead of fine-tuning. By providing a scalable and efficient path toward high-quality pedagogical support, Decode represents a foundational step in democratizing AI tutoring across global STEM disciplines.",Springer,en,,D,no RAG anchor in title or abstract
R-00023,Cortex: A Hybrid KG-LLM Approach for Multidocument Question Answering,Zawad N.,2027,Scopus,10.1007/978-981-92-1546-1_40,Communications in Computer and Information Science,Conference Paper,VERIFY,NOT YET OFFICIALLY PUBLISHED (dated 2027) — REVIEW: cite only if you accept a forthcoming/online-first reference,https://api.elsevier.com/content/abstract/scopus_id/105047647099,BASE,"In the realm of natural language processing and knowledge representation, the integration of Large Language Models with Knowledge Graphs has emerged as a promising approach to enhance the accuracy and relevance of generated content. However, a significant challenge with LLMs is their propensity for “hallucinations”—generating plausible but factually incorrect or nonsensical information. Our approach combines a dynamically-updated Knowledge Graph with a Large Language Model to produce responses that are firmly rooted in verified, structured knowledge. We introduce a sophisticated hybrid multi-document question-answering model called Cortex that is designed to retrieve and integrate pertinent source texts necessary for accurately addressing user queries. This model operates through a comprehensive two-step process: first, it constructs a detailed knowledge graph, and second, it retrieves relevant source texts from this graph to ensure that responses are factually grounded and contextually accurate. Experiments demonstrate that the proposed system improves the factual accuracy of LLM outputs and ensures that responses are not only contextually relevant but also factually sound, paving the way for more reliable and trustworthy AI-driven systems in information retrieval, conversational agents, and automated content generation.",Springer,en,,D,no RAG anchor in title or abstract
R-00024,CLARA: An AI-Augmented Analytics Dashboard for Collaboration Literacy,Xie D.,2027,Scopus,10.1007/978-3-032-29755-6_23,Lecture Notes in Computer Science,Conference Paper,VERIFY,NOT YET OFFICIALLY PUBLISHED (dated 2027) — REVIEW: cite only if you accept a forthcoming/online-first reference,https://api.elsevier.com/content/abstract/scopus_id/105043737024,BASE,"Collaboration literacy requires adapting to the evolving demands of group work within complex discussions, making it difficult to develop and assess. Traditional analytics metrics capture behavioral signals while missing the semantic dimensions of how learners approach collaboration and build on each other’s ideas. We present Collaboration Literacy through Artifact Reasoning and Augmentation (CLARA), an agentic analytics system that extracts semantic representations from transcripts as analytics artifacts: concept maps representing emergent ideas and relationships, and collaboration assessment characterizing collaboration quality across seven dimensions. While users explore these artifacts through the dashboard, the same artifacts are indexed into distinct vector database collections for agent retrieval and reasoning. This architecture establishes a human-AI common ground where users and AI can operate over shared representations. Evaluation results show that CLARA produces reliable collaboration quality analysis and, owing to the artifacts serving as knowledge infrastructure, improves both retrieval performance and response quality over transcript-only baselines. Our work suggests that AI-produced artifacts may scaffold human interpretation and ground AI reasoning in learning analytics workflows.",Springer,en,,D,no RAG anchor in title or abstract
R-00028,A Fine-Tuned Vision Language Model Framework for Medical Forensic Image Analysis,Kallipolitis A.,2027,Scopus,10.1007/978-3-032-30612-8_23,IFIP Advances in Information and Communication Technology,Conference Paper,VERIFY,NOT YET OFFICIALLY PUBLISHED (dated 2027) — REVIEW: cite only if you accept a forthcoming/online-first reference,https://api.elsevier.com/content/abstract/scopus_id/105045684669,BASE,"Medical forensics investigations put significant burden on image analysis for reaching conclusions concerning injury findings, characteristics, and causes. When conducted manually, the analysis is time-consuming, subjective, and prone to bias. To solve this issue, an AI-based forensic Image Description System is proposed as a methodology for systematically collecting and standardizing expert knowledge in autopsy injury descriptions. Zero-shot approaches relying on general-purpose visual-language models present a baseline against our system that employs a fine-tuned BLIP-2 (Bootstrapping Language-Image Pre-training 2) model. Trained on a custom dataset of 3,113 forensic image-caption pairs and implemented using LoRA (Low-Rank Adaptation) for parameter-efficient fine-tuning, the model generates contextually accurate forensic descriptions. These descriptions are parsed into structured classifications across seven specialized tasks, including finding type identification, mechanism inference, and anatomical localization. The experimental results show that fine-tuning the BLIP-2 model on forensic data improves classification accuracy by an average of 21.31% across seven tasks compared to zero-shot BLIP-2. Moreover, the caption generation quality metrics (BLEU-4: 22.1%, ROUGE-L: 43.3%) confirm the system's practical utility. Finally, an integrated Human-in-the-Loop (HITL) architecture is proposed as future work to enable continuous expert consensus and iterative dataset refinement.",Springer,en,,D,no RAG anchor in title or abstract
R-00047,Zilletten İzzete: Müslüman Birey ve Toplumların Manevî Yeniden İnşasında Yapay Zekâ Destekli Fetva Sistemlerinin İmkânı ve Sınırları,Yakup CİVELEK; Durmuş Baysal,2026,OpenAlex,10.52115/apjir.1936874,Akademik Platform İslami Araştırmalar Dergisi,article,VERIFY,,https://doi.org/10.52115/apjir.1936874,BASE,"Bu çalışmanın temel amacı, Müslüman bireylerin ve toplumların küreselleşme, modernleşme ve sekülerleşme süreçleriyle etkileşimleri sonucunda ortaya çıkan değer kaybı olgusunu, izzet ve zillet kavramsal çerçevesi üzerinden incelemek ve bu çerçeveyi yapay zekâ destekli fetva üretimi tartışmalarıyla ilişkilendirmektir. Nitel araştırma desenine dayanan çalışma; kavramsal analiz, literatür taraması ve karşılaştırmalı model değerlendirmesi yöntemlerini birlikte kullanmaktadır. Bir yandan İslam düşüncesinde izzetin iman, takva, hikmet, ahlak, adalet ve birlik ile; zilletin ise cehalet, tefrika, zulüm, dünya sevgisi ve hakikatten kopuş ile ilişkilendirildiği klasik ve modern literatür incelenmekte, diğer yandan fetva üretiminde yapay zekâ kullanımına dair güncel akademik çalışmalar değerlendirilmektedir. Çalışma, modern sekülerleşme süreçlerinin Müslüman toplumlarda ahlaki ve manevi erozyonu derinleştirdiğini; buna paralel olarak yapay zekânın denetimsiz, kaynaksız ve hallüsinasyona açık biçimde kullanılması hâlinde bu erozyonu daha da artırabilecek yeni bir epistemik zillet alanı üretebileceğini ortaya koymaktadır. Buna karşılık güvenilir kaynaklara dayalı, Retrieval-Augmented Generation (RAG) mimarisiyle desteklenen, yeniden sıralama ve doğrulama katmanları içeren, mezhep farklılıklarını şeffaf biçimde gösteren ve insan denetimini muhafaza eden hibrit yapay zekâ modellerinin dinî bilgiye erişimi kolaylaştıran faydalı destek araçları olabileceği görülmektedir Sonuç olarak çalışma, yapay zekânın doğrudan müftü yerine ikame edilmesini değil; izzeti koruyan, sorumluluk bilincini güçlendiren, kaynak şeffaflığı sağlayan ve ahlaki-epistemik bütünlüğü önceleyen bir yardımcı sistem olarak konumlandırılmasını önermektedir.",original,tr,EXCLUDE — non-English (tr),B,non-English: non-English (tr)
R-00094,Yapılandırılmış sorgu dilinde sorgu üretimi için erişim destekli üretim ve erişim destekli uyarlama yöntemlerinin karşılaştırmalı değerlendirmesi,Metin Bi̇lgi̇n; Mehmet Bozdemir,2026,OpenAlex; Scopus; Semantic Scholar,10.17341/gazimmfd.1796962,Gazi Üniversitesi Mühendislik-Mimarlık Fakültesi Dergisi,article,VERIFY,,https://doi.org/10.17341/gazimmfd.1796962,BASE,"Doğal dilden veri tabanı sorgusu yapmak, insanların teknik bilgi olmadan verilerle kolayca çalışabilmesini sağlar ve bilgiye ulaşma şeklini önemli ölçüde değiştirir. Bu bağlamda, büyük dil modellerinin (LLM) doğal dil girdilerinden SQL sorguları üretme konusundaki yetkinlikleri giderek daha fazla ilgi çekmektedir. Bu çalışmada, LLM’lerin bu görevdeki başarımı, geleneksel RAG (Retrieval-Augmented Generation) yaklaşımı ile RAFT (Retrieval-Augmented Fine-Tuning) yöntemi kullanılarak karşılaştırmalı olarak analiz edilmiştir. GPT-4o, Gemini-1.5-flash-001 ve Qwen2.5-14B-Instruct modelleri RAFT yöntemiyle ince ayar işlemine tabi tutulmuş; ardından her bir model, 1 ila 4 şemalı veritabanları üzerinde toplam 1.006 SQL sorgusu ile test edilmiştir. Model performansları, Exact Match (EX) skorları ile birlikte Tablo Benzerliği ve SQL Benzerliği ölçütleri üzerinden değerlendirilmiştir. Sonuçlar, RAFT yaklaşımı ile eğitilen GPT-4o modelinin %80 EX skoru, %92 tablo benzerliği ve %89 SQL benzerliği ile en yüksek başarıyı sağladığını; Gemini-1.5 modelinin ise %81 EX skoru ve %90+ yapısal benzerlik ile benzer düzeyde bir performans sergilediğini göstermektedir. Qwen2.5-14B modelinin EX skoru ise %63’te kalmıştır. Ayrıca, tüm modellerin RAFT ile eğitilmiş sürümleri, RAG temelli versiyonlarına kıyasla daha yüksek EX skoru elde etmiştir. Bu sonuçlar, RAFT yönteminin yalnızca bağlamsal doğruluğu değil, aynı zamanda yapısal tutarlılığı da güçlendiren etkili bir strateji olduğunu ortaya koymaktadır.",original,tr,EXCLUDE — non-English (tr),B,non-English: non-English (tr)
R-00104,XML-JATS: De la Estructura de Datos a la Soberanía del Conocimiento Científico,Habilis ICC,2026,OpenAlex,10.5281/zenodo.18202630,Zenodo (CERN European Organization for Nuclear Research),article,No (preprint),,https://doi.org/10.5281/zenodo.18202630,BASE,"Resumen Este documento técnico analiza la importancia del estándar XML-JATS (NISO Z39.96) como infraestructura crítica para la comunicación científica contemporánea. Se explora su arquitectura semántica, su papel fundamental en la alimentación de modelos de Inteligencia Artificial (IA) y la distinción técnica necesaria entre el estándar base y el perfil de aplicación SciELO SPS. A través de un análisis de impacto y eficiencia operativa, el texto posiciona la adopción de metadatos estructurados no solo como una necesidad técnica de indexación, sino como un ejercicio de soberanía tecnológica y visibilidad para las revistas científicas en el ecosistema de la Ciencia Abierta. Palabras clave XML-JATS, Habilis ICC, Acceso Abierto, Ciencia Abierta, Interoperabilidad, Inteligencia Artificial, Metadatos, SciELO SPS, NISO Z39.96. El Cambio de Paradigma: Del Documento Estático al Grafo de Conocimiento Históricamente, la publicación científica se centró en la legibilidad humana a través del PDF. Sin embargo, en la era de la sobreabundancia de información, el PDF actúa como una ""caja negra"": un contenedor de píxeles que las máquinas no pueden procesar con precisión. La adopción del estándar JATS (Journal Article Tag Suite), bajo la norma NISO Z39.96-2021, rompe esta barrera al transformar el artículo en un flujo de datos estructurados. Para Habilis ICC, este cambio no es estético, es infraestructural. El XML-JATS permite que cada fragmento de conocimiento —desde una hipótesis hasta una referencia bibliográfica— tenga una identidad digital única y recuperable. El fin de la era del ""Documento Ciego"" En la última década, la comunicación científica ha enfrentado una paradoja: producimos más conocimiento que nunca, pero gran parte queda atrapado en formatos ""ciegos"" para las máquinas. El PDF, aunque excelente para la lectura humana, es un contenedor de datos no estructurados que dificulta la minería de textos y el descubrimiento científico. La adopción del estándar JATS (Journal Article Tag Suite), bajo la norma NISO Z39.96, representa la transición de la ""página"" al ""dato"", permitiendo que cada componente de un artículo (afiliaciones, fondos, citas, ecuaciones) se convierta en una entidad indexable y accionable. Arquitectura Técnica: La Anatomía de un Artículo Inteligente El XML-JATS organiza la información en una jerarquía lógica que permite la interoperabilidad semántica en tres secciones críticas: · (Metadatos): Donde reside la identidad del artículo (DOI, ORCID, ROR). Es la base de la trazabilidad del financiamiento y la autoría. · (Contenido Estructurado): Etiquetado de secciones, párrafos y fórmulas (MathML), permitiendo que buscadores especializados recuperen información granular dentro del texto. · (Referencias): Desglose de citas que alimenta directamente bases de datos como Crossref, eliminando la ambigüedad en los índices de impacto. Diferencias Críticas: XML-JATS vs. SciELO SPS Es vital para los editores distinguir que no son términos intercambiables. La relación es de Base versus Restricción: · XML-JATS (NISO Z39.96): Es el estándar internacional ""madre"", flexible y permisivo, diseñado para modelar cualquier tipo de literatura científica. · SciELO SPS (SciELO Publishing Schema): Es un perfil de aplicación del JATS. SciELO tomó el estándar global y aplicó reglas de negocio estrictas (un solo camino de marcado) para asegurar que sus sistemas de métricas y visores automáticos funcionen sin errores. Un XML puede ser un JATS válido, pero fallar en la indexación de SciELO si no cumple con la gramática específica del SPS. Sinergia con la Inteligencia Artificial (IA) y el SEO Académico Para los motores de búsqueda de nueva generación (IA Generativa), el XML es el ""alimento"" preferido: Rich Snippets: El marcado permite que Google Scholar muestre fragmentos enriquecidos directamente en los resultados, mejorando el tráfico hacia la revista. RAG (Retrieval-Augmented Generation): Las IAs utilizan el XML para fragmentar el texto en nodos lógico",original,es,EXCLUDE — non-English (es),B,non-English: non-English (es)
R-00114,X-CapFusion: Efficient label-aware model for medical image captioning,Amorim M.T.,2026,Scopus,10.1016/j.bspc.2026.111028,Biomedical Signal Processing and Control,Article,VERIFY,,https://api.elsevier.com/content/abstract/scopus_id/105045054714,BASE,"This paper explores advanced methods to enhance medical image captioning for X-ray images, leveraging clinically significant labels to generate precise, informative descriptions. Building on state-of-the-art baseline models, this study systematically evaluates various image encoders and text decoders to optimise the clinical relevance and linguistic quality of generated captions. To ensure rigorous and meaningful evaluation, domain-specific metrics tailored for medical imaging are employed. Furthermore, the research investigates efficient fusion strategies that incorporate extracted clinical labels into the captioning pipeline without sacrificing model performance. To this end, we introduce X-CapFusion, a lightweight, label-conditioned, multimodal alignment framework for medical image captioning. X-CapFusion integrates label-aware fusion mechanisms with scalable encoder–decoder architectures, enabling the generation of semantically rich and clinically grounded descriptions. The framework is evaluated on multiple datasets, showing superior caption accuracy, informativeness, and robustness in low-resource medical imaging scenarios. By leveraging structured label guidance and modality alignment, it reduces computational costs while preserving factual consistency and semantic depth, achieving competitive performance on both clinical and general language metrics and remaining suitable for real-world deployment. With a best RadCliQ-v1 score of 1.251 on MIMIC-CXR, X-CapFusion demonstrates its efficacy in generating clinically accurate, semantically coherent medical captions while maintaining high computational efficiency. Overall, it achieves competitive performance across both traditional and domain-specific metrics. Source code of the project available at https://github.com/magdamorim/X-CapFusion .",OpenAlex,en,,D,no RAG anchor in title or abstract
R-00115,XÂY DỰNG HỆ THỐNG CHATBOT HỎI ĐÁP TRÊN TÀI LIỆU KỸ THUẬT SỬ DỤNG RETRIEVAL-AUGMENTED GENERATION,Phạm Thị Thu Trang Đặng Khánh Hòa; Nguyễn Thanh Nghị Phạm Minh Việt,2026,OpenAlex; Semantic Scholar,10.59266/houjs.2026.1173,Tạp chí Khoa học Trường Đại học Mở Hà Nội,article,VERIFY,,https://doi.org/10.59266/houjs.2026.1173,BASE; GAP-POSTRET,"Bài báo trình bày quá trình thiết kế và hiện thực một hệ thống chatbot hỏi đáp trên tài liệu kỹ thuật dựa trên kiến trúc Retrieval-Augmented Generation (RAG) nhằm giảm thiểu hiện tượng ảo giác (hallucination) và tăng cường khả năng truy vết nguồn thông tin. Hệ thống được xây dựng theo kiến trúc hai pha tách biệt: pha ngoại tuyến bao gồm nạp dữ liệu, làm sạch, phân đoạn văn bản, sinh vector nhúng và lập chỉ mục; pha trực tuyến thực hiện truy xuất ngữ nghĩa, xếp hạng lại, xây dựng ngữ cảnh và sinh câu trả lời thông qua mô hình ngôn ngữ lớn. Nghiên cứu triển khai và so sánh hai chiến lược phân đoạn (theo ký tự và theo cấu trúc markdown), ba chế độ truy xuất (dense, keyword, hybrid), mô hình nhúng đa ngôn ngữ BAAI/bge-m3 và mô hình xếp hạng lại BAAI/bge-reranker-v2-m3, đồng thời hỗ trợ hai backend sinh văn bản (Qwen2.5-7B-Instruct cục bộ qua Ollama và Gemini 1.5 Flash đám mây). Trên bộ kiểm thử gồm 25 câu hỏi có gán nhãn về tài liệu viễn thông 5G, cấu hình dense retrieval đạt Hit@1 = 84% và MRR = 0,913; khi bổ sung bước reranking, Hit@1 tăng lên 92% và MRR tăng lên 0,960 trong khi Hit@3 duy trì ở mức 100%. Kết quả chứng minh rằng kết hợp truy xuất ngữ nghĩa dày đặc với xếp hạng lại Cross-Encoder là hướng tiếp cận hiệu quả cho bài toán hỏi đáp theo miền; đồng thời cơ chế file-based cache và fallback backend giúp hệ thống có tính khả thi cao trên hạ tầng phần cứng phổ thông.",original,vi,EXCLUDE — non-English (vi),A,non-English: non-English (vi)
R-00116,"XÂY DỰNG CHATBOT HỎI ĐÁP VỀ DỮ LIỆU ĐA DẠNG SINH HỌC SỬ DỤNG KỸ THUẬT RETRIEVAL-AUGMENTED GENERATION VÀ GOOGLE GEMINI: NGHIÊN CỨU TRƯỜNG HỢP HỒ AYUN HẠ, TỈNH GIA LAI",Trung Hoàng Đình; Dung T. Nguyen; Thủy Nguyễn Ngọc,2026,OpenAlex; Semantic Scholar,10.64302/joshusc.v33n2.1361,Tạp chí Khoa học và Công nghệ Trường Đại học Khoa học,article,VERIFY,,https://doi.org/10.64302/joshusc.v33n2.1361,BASE,,,vi,EXCLUDE — non-English (vi),A,non-English: non-English (vi)
R-00121,"W sprawie etymologii pol. róg, scs. rogъ, lit. ragas, łot. rags, stpr. ragis ‘róg’",Kamil Pawlicki,2026,OpenAlex; Scopus; Semantic Scholar,10.12797/lv.21.2026.41.16,LingVaria,article,VERIFY,,https://doi.org/10.12797/lv.21.2026.41.16,BASE,"The article offers an analysis and evaluation of etymological hypotheses concerning Proto-Balto-Slavic *ra̍gas ‘horn’ (> Polish róg, OCS rogъ, Lithuanian rãgas, Latvian rags, Old Prussian ragis). The most probable—though not flawless—proposal is considered to be Fick’s hypothesis deriving the word from PIE *(h₂)regh- ‘to straighten (oneself)’. The hypotheses connecting Balto-Slavic form with PIE *h₃reǵ- ‘to straighten’ (Walde), *u̯reh₂ǵh- ‘thorn, tip, stalk’ (Abaev), *u̯reh₁ǵ- ‘to break, crack’ (Shaposhnikov), and *rog- ‘horn’ (Illich-Svitych) are judged to be unlikely for various reasons, primarily formal: the absence of the lengthening expected under Winter’s law, the problem of the palatality of the stop, the irregular loss of initial *u̯-, and the irregular development of *-r̥- to *-ra-. As an interesting alternative, the paper considers a connection with the root *(h₂)rek- ‘to rise; pole, rod’ (Walde), though this would require the non-obvious assumption of a PIE alternation *k : *gh.",original,en,,D,no RAG anchor in title or abstract
R-00138,"""Wohnquartier Hassel"" im Rahmen des Projektes TransUrban.NRW",Borris Paul,2026,OpenAlex,10.34657/33399,TIB Repositorium,report,No (preprint),,https://doi.org/10.34657/33399,BASE,"Im Zuge der Entwicklung des Wohngebietes ""Wohnen am Glückauf-Park"" in Gelsenkirchen Hassel sollte die Wärmeversorgung im Quartier zentral mit Verwendung eines Energiesystems der 5. Generation unter Verwendung eines Ectogrid-Systems erfolgen. Die RAG Montan Immobilien GmbH (RMI) ist Projektpartner im Verbundprojekt „TransUrban.NRW“ unter der Projektkoordination der E.ON Energy Solution GmbH. Die Aufgabe der RMI bestand darin, zusammen mit der E.ON und Uniper Wärme GmbH eine innovative Wärmeversorgung für das Wohngebiet zu realisieren und an der Entwicklung eines neuen, beispielhaften Geschäftsmodells mitzuwirken. Aufgabe der RMI war die Ermittlung der Akzeptanz und die Überzeugung der Erwerber der Baugrundstücke zur Nutzung des innovativen Energiesystems und die Sicherung dessen Anwendung im Verkaufsprozess. Zweiter Schwerpunkt war die Einbettung des Systems in die Bauleitplanung und die Erschließung, von der Planung bis zum Ausbau der Versorgungsinfrastruktur. Darüber hinaus hat die RMI für die notwendigen rechtlichen Voraussetzungen für die Realisierung des Energiesystems in Abstimmung mit den zuständigen Behörden und den Grundstückserwerbern gesorgt. Die Zielerreichung hinsichtlich der technischen Weiterentwicklung der Energiesysteme der 5. Generation und die Entwicklung des Geschäftsmodell für die Wärme- und Kälteversorgung kann die RMI nicht beurteilen, da dies zu den Aufgaben des Verbundpartners E.ON gehört. Die Projekterfahrung mit der Einbindung des Energiesystems in die Erschließung und das Geschäftsmodell werden bei weiteren Flächenentwicklungen den Projektpartnern als beispielhaft vermittelt und als Versorgungsmöglickeit vorgeschlagen. Die Anwendung vergleichbarer Modelle liegt letztendlich in den Händen des jeweiligen Versorgers und ist von der kommunalen Wärmeplanung abhängig.",original,de,EXCLUDE — non-English (de),B,non-English: non-English (de)
R-00167,Wie man (k)ein RAG-System baut: Lessons Learned bei der Entwicklung einer intelligenten Suche für Patientenakten,Sarah Rockstroh; R Haase,2026,OpenAlex,10.5281/zenodo.20327534,Zenodo (CERN European Organization for Nuclear Research),article,No (preprint),,https://doi.org/10.5281/zenodo.20327534,BASE,"In diesem KI-Med Webinar geben wir unsere Erfahrungen weiter, die wir in einem Industrienahem Kollaborationsprojekt zur Intelligenten Suche in elektronischen Patientenakten (iPA) gesammelt haben. Wir führen sehr kurz Grundlagen der Künstlichen Intelligenz ein, Sprachmodelle, Embeddings und Retrieval-Augmented Generation. Der Rest des Vortrags konzentriert sich auf das iPA-Projekt von einer praktischen Seite: Wie kann man Ärztinnen und Ärzte gezielt mit KI-Technologie unterstützen die richtigen Informationen zu ihren Patienten schnell und zuverlässig zu finden.",original,de,EXCLUDE — non-English (de),A,non-English: non-English (de)
